,ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,AGE_YEARS,YEARS_EMPLOYED,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,GoodBorrower,Employed_period
6555,5029557,0,1,4,4,65.07123288,-1000.665753,0,18,1,1,0
6556,5029558,0,1,4,4,65.07123288,-1000.665753,0,18,1,0,0
6557,5029559,0,1,4,4,65.07123288,-1000.665753,0,18,1,1,0
6558,5029560,1,1,4,3,36.58630137,7.471232877,0,8,1,1,7
6559,5029561,1,1,4,3,36.58630137,7.471232877,0,8,1,0,7
6560,5029562,1,1,4,3,36.58630137,7.471232877,0,8,1,1,7
6561,5029566,0,1,4,1,46.97808219,10.47123288,0,14,2,1,10
6562,5029567,0,1,4,1,46.97808219,10.47123288,0,14,2,1,10
6563,5029568,0,1,4,1,46.97808219,10.47123288,0,14,2,1,10
6564,5029572,0,1,1,1,30.76712329,0.547945205,0,3,5,1,1
6565,5029574,1,1,4,0,43.76164384,5.550684932,1,4,2,1,6
6566,5029575,1,1,4,0,43.76164384,5.550684932,1,4,2,1,6
6567,5029576,1,1,4,0,43.76164384,5.550684932,1,4,2,0,6
6568,5029577,1,1,4,0,43.76164384,5.550684932,1,4,2,1,6
6569,5029578,1,1,4,0,43.76164384,5.550684932,1,4,2,1,6
6570,5029579,1,1,4,0,43.76164384,5.550684932,1,4,2,1,6
6571,5029580,0,1,1,1,41.64657534,5.054794521,0,3,2,1,5
6572,5029581,0,1,1,1,41.64657534,5.054794521,0,3,2,0,5
6573,5029582,0,1,1,1,41.64657534,5.054794521,0,3,2,1,5
6574,5029583,0,1,1,1,41.64657534,5.054794521,0,3,2,1,5
6575,5029584,0,1,1,1,41.64657534,5.054794521,0,3,2,1,5
6576,5029587,0,1,4,1,51.01369863,5.216438356,0,10,2,0,5
6577,5029588,0,1,4,1,51.01369863,5.216438356,0,10,2,1,5
6578,5029589,0,0,4,1,62.96164384,-1000.665753,0,18,2,1,0
6579,5029590,0,0,4,1,62.96164384,-1000.665753,0,18,2,0,0
6580,5029591,0,0,4,1,62.96164384,-1000.665753,0,18,2,1,0
6581,5029592,0,0,4,1,62.96164384,-1000.665753,0,18,2,1,0
6582,5029593,0,1,3,1,59.54794521,-1000.665753,0,18,3,1,0
6583,5029594,0,1,3,1,59.54794521,-1000.665753,0,18,3,1,0
6584,5029595,0,1,3,1,59.54794521,-1000.665753,0,18,3,1,0
6585,5029596,0,1,3,1,59.54794521,-1000.665753,0,18,3,1,0
6586,5029597,0,1,3,1,59.54794521,-1000.665753,0,18,3,0,0
6587,5029598,1,1,4,1,30.81643836,6.550684932,0,4,2,1,7
6588,5029599,1,1,4,1,30.81643836,6.550684932,0,4,2,1,7
6589,5029601,1,1,4,1,30.81643836,6.550684932,0,4,2,1,7
6590,5029602,1,1,4,1,30.81643836,6.550684932,0,4,2,1,7
6591,5029603,1,1,1,3,41.5369863,19.56164384,0,3,1,1,20
6592,5029604,1,1,1,3,41.5369863,19.56164384,0,3,1,1,20
6593,5029605,1,1,1,3,41.5369863,19.56164384,0,3,1,1,20
6594,5029607,1,1,1,3,41.5369863,19.56164384,0,3,1,1,20
6595,5029608,1,1,1,3,41.5369863,19.56164384,0,3,1,1,20
6596,5029610,1,1,1,3,41.5369863,19.56164384,0,3,1,1,20
6597,5029611,1,1,1,3,41.5369863,19.56164384,0,3,1,1,20
6598,5029613,0,1,4,1,43.62465753,2.632876712,0,17,2,1,3
6599,5029614,0,1,4,1,43.62465753,2.632876712,0,17,2,1,3
6600,5029616,0,1,4,1,43.62465753,2.632876712,0,17,2,1,3
6601,5029617,0,1,4,1,43.62465753,2.632876712,0,17,2,1,3
6602,5029618,0,1,4,1,43.62465753,2.632876712,0,17,2,0,3
6603,5029619,0,1,4,1,43.62465753,2.632876712,0,17,2,0,3
6604,5029620,0,1,4,1,43.62465753,2.632876712,0,17,2,1,3
6605,5029621,0,1,4,1,43.62465753,2.632876712,0,17,2,1,3
6606,5029622,0,1,4,4,62.04383562,14.4739726,0,1,1,1,14
6607,5029623,0,1,4,4,62.04383562,14.4739726,0,1,1,1,14
6608,5029624,0,1,4,1,22.03013699,3.887671233,1,14,3,1,4
6609,5029625,0,1,4,1,22.03013699,3.887671233,1,14,3,1,4
6610,5029626,0,1,4,1,22.03013699,3.887671233,1,14,3,1,4
6611,5029627,0,1,4,1,22.03013699,3.887671233,1,14,3,1,4
6612,5029628,0,1,4,1,55.50958904,-1000.665753,0,18,2,0,0
6613,5029629,0,1,4,3,48.8630137,3.468493151,0,8,1,1,3
6614,5029630,0,1,4,1,48.44109589,15.47671233,1,18,2,0,15
6615,5029631,0,1,4,1,48.44109589,15.47671233,1,18,2,1,15
6616,5029632,0,1,4,1,48.44109589,15.47671233,1,18,2,1,15
6617,5029633,0,1,4,1,39.9369863,6.216438356,0,14,2,1,6
6618,5029634,0,1,4,1,39.9369863,6.216438356,0,14,2,1,6
6619,5029636,0,1,4,1,39.9369863,6.216438356,0,14,2,1,6
6620,5029637,0,1,4,1,39.9369863,6.216438356,0,14,2,1,6
6621,5029638,0,1,1,1,33.6739726,2.884931507,0,18,2,1,3
6622,5029639,0,1,1,1,33.6739726,2.884931507,0,18,2,1,3
6623,5029640,0,1,1,1,33.6739726,2.884931507,0,18,2,1,3
6624,5029641,0,1,1,1,33.6739726,2.884931507,0,18,2,1,3
6625,5029642,0,1,1,1,33.6739726,2.884931507,0,18,2,0,3
6626,5029643,0,1,1,1,33.6739726,2.884931507,0,18,2,0,3
6627,5029645,0,0,4,2,43.40273973,3.887671233,0,17,1,1,4
6628,5029647,0,1,4,1,38.37260274,2.380821918,0,8,4,1,2
6629,5029648,0,1,4,1,38.37260274,2.380821918,0,8,4,1,2
6630,5029649,0,1,2,1,24.1890411,1.465753425,0,18,3,1,1
6631,5029650,1,0,4,1,34.97808219,12.64109589,0,14,3,1,13
6632,5029651,1,0,4,1,34.97808219,12.64109589,0,14,3,1,13
6633,5029652,0,1,1,2,60.27671233,4.216438356,0,0,1,1,4
6634,5029653,0,1,1,2,60.27671233,4.216438356,0,0,1,1,4
6635,5029654,0,1,1,2,60.27671233,4.216438356,0,0,1,1,4
6636,5029655,0,1,1,2,60.27671233,4.216438356,0,0,1,1,4
6637,5029656,0,1,1,2,60.27671233,4.216438356,0,0,1,1,4
6638,5029657,0,1,1,2,60.27671233,4.216438356,0,0,1,0,4
6639,5029658,0,1,1,2,60.27671233,4.216438356,0,0,1,1,4
6640,5029659,0,1,1,2,60.27671233,4.216438356,0,0,1,1,4
6641,5029660,0,1,1,2,60.27671233,4.216438356,0,0,1,1,4
6642,5029661,0,1,1,2,60.27671233,4.216438356,0,0,1,1,4
6643,5029662,1,0,1,2,33.78082192,14.97534247,0,8,1,1,15
6644,5029663,1,0,1,2,33.78082192,14.97534247,0,8,1,0,15
6645,5029664,0,0,4,1,50.41369863,5.887671233,0,8,2,1,6
6646,5029665,0,0,4,1,50.41369863,5.887671233,0,8,2,1,6
6647,5029666,0,0,4,1,50.41369863,5.887671233,0,8,2,1,6
6648,5029667,0,0,4,1,50.41369863,5.887671233,0,8,2,1,6
6649,5029668,0,0,4,1,50.41369863,5.887671233,0,8,2,1,6
6650,5029669,0,0,4,1,50.41369863,5.887671233,0,8,2,0,6
6651,5029670,0,0,4,1,50.41369863,5.887671233,0,8,2,1,6
6652,5029671,0,0,4,1,50.41369863,5.887671233,0,8,2,1,6
6653,5029673,1,1,4,0,36.06849315,2.8,0,4,3,1,3
6654,5029674,1,1,4,0,36.06849315,2.8,0,4,3,1,3
6655,5029675,1,1,4,0,36.06849315,2.8,0,4,3,0,3
6656,5029676,1,1,4,0,36.06849315,2.8,0,4,3,1,3
6657,5029679,0,1,4,3,56.68219178,-1000.665753,0,18,1,1,0
6658,5029680,0,1,4,3,56.68219178,-1000.665753,0,18,1,1,0
6659,5029681,0,1,4,3,56.68219178,-1000.665753,0,18,1,1,0
6660,5029682,1,1,1,1,54.68493151,15.55890411,0,0,2,0,16
6661,5029683,1,1,1,1,54.68493151,15.55890411,0,0,2,1,16
6662,5029684,1,1,1,1,54.68493151,15.55890411,0,0,2,1,16
6663,5029687,1,1,1,1,54.68493151,15.55890411,0,0,2,0,16
6664,5029688,1,1,1,1,54.68493151,15.55890411,0,0,2,0,16
6665,5029689,1,1,1,1,54.68493151,15.55890411,0,0,2,1,16
6666,5029690,1,1,1,1,54.68493151,15.55890411,0,0,2,1,16
6667,5029691,1,1,1,1,54.68493151,15.55890411,0,0,2,0,16
6668,5029692,1,1,1,1,54.68493151,15.55890411,0,0,2,1,16
6669,5029693,1,1,1,1,54.68493151,15.55890411,0,0,2,1,16
6670,5029698,0,1,1,2,49.54794521,3.301369863,0,16,2,1,3
6671,5029699,0,1,1,2,49.54794521,3.301369863,0,16,2,0,3
6672,5029701,0,1,1,2,49.54794521,3.301369863,0,16,2,0,3
6673,5029705,0,1,4,3,34.58356164,1.8,0,8,2,1,2
6674,5029706,0,1,4,3,34.58356164,1.8,0,8,2,1,2
6675,5029707,0,1,4,3,34.58356164,1.8,0,8,2,1,2
6676,5029708,0,1,4,3,34.58356164,1.8,0,8,2,1,2
6677,5029709,0,1,4,3,34.58356164,1.8,0,8,2,1,2
6678,5029710,0,1,4,3,34.58356164,1.8,0,8,2,1,2
6679,5029711,0,1,4,1,29.94520548,2.128767123,0,3,3,1,2
6680,5029713,1,1,1,1,30.13150685,6.887671233,0,0,3,1,7
6681,5029714,1,1,1,1,30.13150685,6.887671233,0,0,3,1,7
6682,5029720,1,1,1,1,30.13150685,6.887671233,0,0,3,0,7
6683,5029721,0,1,1,1,26.7890411,7.97260274,1,3,3,1,8
6684,5029722,0,1,1,1,26.7890411,7.97260274,1,3,3,1,8
6685,5029723,0,1,1,1,26.7890411,7.97260274,1,3,3,1,8
6686,5029724,0,1,1,1,26.7890411,7.97260274,1,3,3,1,8
6687,5029725,0,1,1,1,26.7890411,7.97260274,1,3,3,0,8
6688,5029726,0,1,1,1,26.7890411,7.97260274,1,3,3,1,8
6689,5029727,0,1,1,1,26.7890411,7.97260274,1,3,3,1,8
6690,5029728,0,1,1,1,26.7890411,7.97260274,1,3,3,1,8
6691,5029729,0,1,1,1,26.7890411,7.97260274,1,3,3,1,8
6692,5029731,1,1,4,1,51.23287671,20.64657534,0,18,2,1,21
6693,5029732,1,1,4,1,51.23287671,20.64657534,0,18,2,1,21
6694,5029733,0,1,2,3,22.18356164,2.052054795,1,18,1,0,2
6695,5029734,0,0,4,3,63.06575342,-1000.665753,0,18,1,1,0
6696,5029735,0,0,4,3,63.06575342,-1000.665753,0,18,1,1,0
6697,5029737,0,0,4,3,63.06575342,-1000.665753,0,18,1,1,0
6698,5029738,0,0,4,3,63.06575342,-1000.665753,0,18,1,1,0
6699,5029740,0,0,4,3,63.06575342,-1000.665753,0,18,1,1,0
6700,5029741,0,0,4,3,63.06575342,-1000.665753,0,18,1,1,0
6701,5029742,0,0,4,3,63.06575342,-1000.665753,0,18,1,1,0
6702,5029743,1,1,1,1,59.11232877,2.8,0,4,2,1,3
6703,5029744,1,1,1,1,59.11232877,2.8,0,4,2,1,3
6704,5029745,1,1,1,1,59.11232877,2.8,0,4,2,1,3
6705,5029746,0,1,4,1,28.91232877,2.8,0,4,3,0,3
6706,5029747,0,1,4,1,28.91232877,2.8,0,4,3,1,3
6707,5029748,0,1,4,1,28.91232877,2.8,0,4,3,0,3
6708,5029749,0,1,4,1,28.91232877,2.8,0,4,3,1,3
6709,5029750,0,1,4,1,28.91232877,2.8,0,4,3,1,3
6710,5029751,0,1,4,1,49.4109589,5.550684932,0,4,2,0,6
6711,5029752,0,1,4,1,49.4109589,5.550684932,0,4,2,0,6
6712,5029759,0,1,1,1,54.60273973,9.057534247,0,10,2,1,9
6713,5029760,1,0,4,1,58.54520548,33.56986301,0,4,2,1,34
6714,5029762,1,0,4,1,58.54520548,33.56986301,0,4,2,1,34
6715,5029764,1,0,4,1,58.54520548,33.56986301,0,4,2,0,34
6716,5029767,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6717,5029768,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6718,5029769,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6719,5029770,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6720,5029771,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6721,5029772,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6722,5029775,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6723,5029776,0,1,4,1,58.12328767,2.21369863,0,11,2,0,2
6724,5029777,0,1,4,1,58.12328767,2.21369863,0,11,2,0,2
6725,5029778,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6726,5029779,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6727,5029780,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6728,5029781,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6729,5029782,0,1,4,1,58.12328767,2.21369863,0,11,2,0,2
6730,5029783,0,1,4,1,58.12328767,2.21369863,0,11,2,0,2
6731,5029784,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6732,5029785,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6733,5029786,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6734,5029787,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6735,5029788,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6736,5029789,0,1,4,1,58.12328767,2.21369863,0,11,2,1,2
6737,5029794,1,1,4,3,50.01643836,6.550684932,0,14,1,1,7
6738,5029795,1,1,4,3,50.01643836,6.550684932,0,14,1,1,7
6739,5029796,1,0,1,1,31.1890411,5.383561644,0,4,3,1,5
6740,5029798,1,0,1,1,31.1890411,5.383561644,0,4,3,1,5
6741,5029801,1,0,1,1,31.1890411,5.383561644,0,4,3,1,5
6742,5029802,1,0,1,1,31.1890411,5.383561644,0,4,3,1,5
6743,5029804,1,0,1,1,31.1890411,5.383561644,0,4,3,1,5
6744,5029805,1,0,1,1,31.1890411,5.383561644,0,4,3,1,5
6745,5029806,1,0,1,1,31.1890411,5.383561644,0,4,3,1,5
6746,5029807,1,0,1,1,31.1890411,5.383561644,0,4,3,1,5
6747,5029808,1,0,1,1,31.1890411,5.383561644,0,4,3,1,5
6748,5032275,1,1,4,1,34.3260274,2.515068493,0,18,4,1,3
6749,5032276,1,1,4,1,34.3260274,2.515068493,0,18,4,1,3
6750,5032277,1,1,4,1,34.3260274,2.515068493,0,18,4,0,3
6751,5032278,1,1,4,1,34.3260274,2.515068493,0,18,4,1,3
6752,5032279,1,1,4,1,34.3260274,2.515068493,0,18,4,1,3
6753,5032281,1,1,4,1,34.3260274,2.515068493,0,18,4,1,3
6754,5032286,0,1,4,1,53.10136986,9.183561644,0,18,2,1,9
6755,5032287,0,1,4,1,53.10136986,9.183561644,0,18,2,1,9
6756,5032288,0,1,4,1,53.10136986,9.183561644,0,18,2,1,9
6757,5032289,0,1,4,1,53.10136986,9.183561644,0,18,2,1,9
6758,5032292,0,1,4,1,53.10136986,9.183561644,0,18,2,1,9
6759,5032293,0,1,4,1,53.10136986,9.183561644,0,18,2,1,9
6760,5032294,0,1,4,1,53.10136986,9.183561644,0,18,2,1,9
6761,5032295,0,1,4,1,53.10136986,9.183561644,0,18,2,0,9
6762,5033410,0,0,1,1,35.77534247,2.468493151,0,6,4,1,2
6763,5033411,0,0,1,1,35.77534247,2.468493151,0,6,4,1,2
6764,5033412,1,1,4,1,42.05205479,16.56438356,0,10,2,1,17
6765,5033414,0,0,4,1,56.69863014,2.802739726,0,3,2,1,3
6766,5033415,0,0,4,4,38.81369863,4.97260274,0,8,1,1,5
6767,5033416,0,0,2,3,26.70136986,3.473972603,0,11,1,1,3
6768,5033436,0,0,2,3,26.70136986,3.473972603,0,11,1,1,3
6769,5033418,1,0,4,1,29.46849315,5.97260274,0,10,2,1,6
6770,5033419,1,0,1,1,35.68219178,5.802739726,0,4,2,1,6
6771,5033420,1,0,1,1,53.15342466,13.89315068,0,10,2,1,14
6772,5033422,0,0,4,2,28.14520548,9.561643836,0,12,2,1,10
6773,5033424,1,0,4,0,45.41643836,2.97260274,0,4,2,0,3
6774,5033426,0,1,4,4,54.87671233,7.142465753,0,2,1,1,7
6775,5033427,1,1,4,3,28.50136986,1.882191781,0,8,1,1,2
6776,5033428,1,1,4,1,41.74246575,0.553424658,0,11,3,1,1
6777,5033429,0,1,4,3,27.28219178,3.052054795,1,17,1,1,3
6778,5033430,0,1,4,3,27.28219178,3.052054795,1,17,1,1,3
6779,5033431,1,0,4,1,42.4,7.887671233,0,8,4,1,8
6780,5033432,1,0,4,1,42.4,7.887671233,0,8,4,1,8
6781,5033434,1,0,4,1,42.4,7.887671233,0,8,4,1,8
6782,5033435,1,0,4,1,42.4,7.887671233,0,8,4,0,8
6783,5033437,1,0,4,1,35.70684932,10.64383562,0,8,3,1,11
6784,5033438,1,0,4,1,35.70684932,10.64383562,0,8,3,1,11
6785,5033439,1,0,1,1,32.11780822,8.224657534,0,18,4,1,8
6786,5033441,0,0,4,1,41.18630137,7.476712329,0,2,2,1,7
6787,5033442,0,0,4,1,41.18630137,7.476712329,0,2,2,0,7
6788,5033443,0,0,1,1,33.73972603,10.14246575,0,14,5,1,10
6789,5033445,1,0,1,1,29.66575342,1.8,0,3,2,0,2
6790,5033447,1,0,1,1,29.66575342,1.8,0,3,2,1,2
6791,5033448,0,1,1,1,42.32328767,5.136986301,0,16,2,1,5
6792,5033449,0,1,1,1,42.32328767,5.136986301,0,16,2,1,5
6793,5033452,0,0,4,1,52.44657534,15.0630137,0,3,2,1,15
6794,5033454,1,0,4,1,49.1260274,14.89589041,1,4,2,1,15
6795,5033455,1,0,4,1,42.44657534,2.389041096,0,8,4,1,2
6796,5033456,1,0,4,1,42.44657534,2.389041096,0,8,4,1,2
6797,5033457,0,0,4,1,36.67671233,11.89315068,0,18,2,1,12
6798,5033460,1,1,4,1,38.01643836,19.15068493,0,8,3,1,19
6799,5033461,0,1,4,1,46.71506849,1.638356164,0,14,2,1,2
6800,5033462,0,1,4,1,33.33424658,2.136986301,0,18,2,1,2
6801,5033463,1,1,1,1,41.1890411,1.216438356,0,10,2,1,1
6802,5033464,1,1,1,1,41.1890411,1.216438356,0,10,2,1,1
6803,5033467,1,1,1,1,41.1890411,1.216438356,0,10,2,1,1
6804,5033468,0,0,4,3,37.61369863,3.139726027,0,18,1,1,3
6805,5033469,0,0,4,3,37.61369863,3.139726027,0,18,1,1,3
6806,5033471,0,0,4,1,32.81369863,7.394520548,0,3,2,1,7
6807,5033472,0,0,4,1,32.81369863,7.394520548,0,3,2,1,7
6808,5033474,0,0,4,1,31.52876712,11.39726027,0,3,2,1,11
6809,5033475,1,0,3,1,57.68219178,12.22739726,0,3,2,0,12
6810,5033476,0,0,4,1,25.16986301,3.473972603,1,8,4,1,3
6811,5033477,0,0,4,2,32.56986301,3.887671233,0,11,1,1,4
6812,5033478,0,0,4,1,36.99726027,5.97260274,0,3,2,1,6
6813,5033479,0,0,4,2,41.47945205,0.638356164,0,8,1,0,1
6814,5033480,0,0,4,2,41.47945205,0.638356164,0,8,1,1,1
6815,5033481,0,0,1,1,39.14246575,6.221917808,0,10,3,1,6
6816,5033482,1,0,1,1,33.69041096,1.052054795,0,10,2,1,1
6817,5033484,1,0,4,1,33.20273973,5.55890411,0,4,3,0,6
6818,5033488,0,0,1,1,29.17808219,10.14246575,0,3,2,1,10
6819,5033491,1,0,1,1,37.34520548,2.723287671,0,18,2,0,3
6820,5033493,0,0,1,1,47.29315068,7.561643836,0,4,2,1,8
6821,5033495,0,1,4,1,39.90684932,4.054794521,0,8,5,0,4
6822,5033496,1,0,1,1,27.27671233,1.216438356,0,10,3,0,1
6823,5033497,0,1,4,2,47.20821918,0.216438356,0,8,2,1,0
6824,5033499,1,1,4,0,43.92054795,3.389041096,0,14,3,0,3
6825,5033500,0,1,4,1,48.15890411,5.471232877,0,8,2,1,5
6826,5033501,1,1,4,1,42.43013699,8.473972603,0,8,2,0,8
6827,5033505,1,1,4,1,36.73424658,1.216438356,0,8,3,0,1
6828,5033506,1,0,4,3,27.07671233,2.136986301,0,14,1,1,2
6829,5033507,0,0,1,1,27.43835616,1.556164384,0,15,3,1,2
6830,5033509,0,0,4,1,56.67671233,11.22739726,0,4,2,1,11
6831,5033510,0,0,4,1,56.05205479,-1000.665753,0,18,2,1,0
6832,5033511,1,0,4,1,38.2739726,0.8,0,14,4,1,1
6833,5033513,1,0,4,1,42.17808219,4.221917808,0,4,2,0,4
6834,5033514,1,0,4,1,43.70410959,1.052054795,0,14,3,0,1
6835,5033515,1,0,4,1,39.43561644,14.56438356,0,8,2,1,15
6836,5033516,0,1,4,1,54.29315068,12.80821918,0,1,2,1,13
6837,5033519,0,1,4,1,55.61369863,-1000.665753,0,18,2,1,0
6838,5033520,1,1,4,1,34.40821918,16.06027397,0,11,5,1,16
6839,5033521,1,0,4,1,51.2,5.55890411,0,14,2,1,6
6840,5033522,0,0,1,2,52.30684932,9.476712329,0,18,2,1,9
6841,5033524,1,0,4,1,45.0,2.219178082,0,4,2,1,2
6842,5033525,0,0,4,4,64.24931507,-1000.665753,0,18,1,0,0
6843,5033526,1,0,4,1,64.76986301,-1000.665753,0,18,2,1,0
6844,5033528,0,1,1,1,40.76164384,18.31506849,0,10,3,1,18
6845,5033529,1,1,1,1,51.65479452,-1000.665753,0,18,2,1,0
6846,5033531,1,0,1,1,29.7890411,0.723287671,0,10,4,1,1
6847,5033532,0,0,4,1,28.31506849,0.723287671,0,3,2,1,1
6848,5033533,0,0,4,1,30.11506849,8.394520548,0,4,2,1,8
6849,5033534,0,1,4,4,61.86027397,-1000.665753,0,18,1,0,0
6850,5033535,0,0,4,0,51.42465753,20.81369863,0,18,2,1,21
6851,5033536,0,0,4,0,51.42465753,20.81369863,0,18,2,0,21
6852,5033538,1,0,1,1,36.25753425,4.802739726,0,8,5,1,5
6853,5033539,1,0,1,1,36.25753425,4.802739726,0,8,5,1,5
6854,5033540,0,1,4,1,60.79726027,-1000.665753,0,18,2,1,0
6855,5033541,0,1,4,1,60.79726027,-1000.665753,0,18,2,1,0
6856,5033542,0,0,4,4,36.4109589,-1000.665753,0,18,4,1,0
6857,5033543,0,0,4,4,36.4109589,-1000.665753,0,18,4,1,0
6858,5033544,1,0,1,1,27.54520548,1.638356164,0,10,2,1,2
6859,5033545,1,0,4,1,40.25205479,3.726027397,0,8,2,1,4
6860,5033546,0,0,4,1,57.28219178,-1000.665753,0,18,2,1,0
6861,5033547,0,0,4,3,25.8,1.219178082,0,8,1,1,1
6862,5033548,1,0,4,3,28.15342466,7.142465753,0,8,1,1,7
6863,5033549,1,0,4,1,35.37534247,5.052054795,0,18,4,1,5
6864,5033550,0,0,4,1,46.62465753,25.98630137,0,4,2,1,26
6865,5033551,0,0,4,1,46.62465753,25.98630137,0,4,2,1,26
6866,5033554,0,1,1,0,43.92876712,2.8,0,11,2,0,3
6867,5033556,0,1,1,0,43.92876712,2.8,0,11,2,1,3
6868,5033558,0,0,4,1,51.90684932,13.22465753,0,16,4,1,13
6869,5033560,1,0,1,1,55.23013699,3.55890411,0,6,2,1,4
6870,5033561,1,0,1,1,56.9369863,-1000.665753,0,18,2,1,0
6871,5033562,0,1,4,1,58.83561644,-1000.665753,0,18,2,1,0
6872,5033564,1,1,1,1,65.9369863,-1000.665753,0,18,2,1,0
6873,5033565,1,1,4,1,47.11506849,6.471232877,0,10,2,1,6
6874,5033566,0,0,4,1,52.46575342,4.139726027,0,10,2,1,4
6875,5033567,1,0,4,1,44.65479452,3.97260274,0,14,2,1,4
6876,5033569,1,0,4,1,44.65479452,3.97260274,0,14,2,1,4
6877,5033570,1,1,4,1,39.45753425,1.301369863,0,6,3,1,1
6878,5033572,1,1,2,1,42.86849315,6.887671233,0,6,2,1,7
6879,5033574,1,1,4,1,38.96438356,0.38630137,0,2,3,1,0
6880,5033575,0,1,4,1,39.65479452,14.14246575,0,8,3,1,14
6881,5033576,0,1,4,1,39.65479452,14.14246575,0,8,3,0,14
6882,5033577,0,1,4,1,31.16438356,10.39178082,0,14,4,1,10
6883,5033578,0,0,4,1,41.35890411,2.723287671,0,8,3,1,3
6884,5033581,0,1,1,2,31.0739726,1.884931507,0,6,3,0,2
6885,5033582,1,1,4,1,40.05205479,8.054794521,0,8,3,1,8
6886,5033584,0,1,1,1,48.54246575,12.22739726,0,18,2,1,12
6887,5033585,0,1,1,1,48.54246575,12.22739726,0,18,2,0,12
6888,5033586,1,1,4,1,37.99452055,2.723287671,0,14,3,0,3
6889,5033587,0,0,4,1,47.27123288,3.306849315,0,10,2,1,3
6890,5033588,0,1,4,1,43.71780822,6.219178082,0,4,3,0,6
6891,5033589,0,1,4,1,43.71780822,6.219178082,0,4,3,1,6
6892,5033591,1,0,1,0,43.6109589,2.38630137,0,10,2,1,2
6893,5033592,0,1,4,1,43.02191781,5.052054795,0,11,3,1,5
6894,5033593,0,1,4,1,43.65479452,19.56712329,0,8,2,1,20
6895,5033594,1,0,4,1,24.54520548,4.97260274,1,3,2,1,5
6896,5033595,1,1,4,1,47.68767123,12.56438356,0,18,2,1,13
6897,5033596,1,1,4,1,47.68767123,12.56438356,0,18,2,0,13
6898,5033597,0,1,4,1,35.6109589,5.884931507,0,18,4,0,6
6899,5033598,1,0,4,1,31.89315068,5.884931507,0,4,2,1,6
6900,5033599,1,0,4,1,31.89315068,5.884931507,0,4,2,1,6
6901,5033600,1,1,4,1,46.18630137,8.55890411,0,12,2,1,9
6902,5033601,0,1,4,0,56.4630137,-1000.665753,0,18,2,1,0
6903,5033603,0,1,4,1,40.55342466,7.64109589,0,14,2,1,8
6904,5033605,0,1,4,1,50.2739726,9.887671233,0,11,2,1,10
6905,5033606,0,1,4,4,48.18356164,4.304109589,0,8,1,1,4
6906,5033607,0,0,4,0,52.02465753,0.468493151,0,8,2,1,0
6907,5033608,0,0,4,0,52.02465753,0.468493151,0,8,2,1,0
6908,5033610,0,1,4,1,51.14246575,19.23287671,0,3,2,1,19
6909,5033611,0,1,4,1,39.95616438,15.80821918,0,6,3,1,16
6910,5033612,0,1,4,1,39.95616438,15.80821918,0,6,3,0,16
6911,5033613,1,1,4,1,59.62739726,2.216438356,0,8,2,1,2
6912,5033614,0,0,4,4,43.25205479,6.219178082,0,8,1,1,6
6913,5033615,0,0,4,4,43.25205479,6.219178082,0,8,1,0,6
6914,5033617,1,1,4,1,65.28767123,-1000.665753,0,18,2,1,0
6915,5033618,1,1,4,1,51.1260274,5.054794521,0,8,2,1,5
6916,5033619,1,0,4,1,23.82465753,0.471232877,0,8,2,1,0
6917,5033620,0,0,1,1,63.23287671,0.720547945,0,18,2,1,1
6918,5033623,1,1,1,1,39.20547945,19.31506849,0,14,3,0,19
6919,5033624,0,0,1,3,31.83561644,2.723287671,0,8,1,1,3
6920,5033625,0,0,3,0,32.78356164,5.802739726,0,18,3,1,6
6921,5033626,0,0,4,1,37.2739726,3.64109589,0,3,2,1,4
6922,5033628,0,1,1,1,64.65479452,36.6630137,0,18,2,0,37
6923,5033629,0,0,1,0,34.2630137,2.487671233,0,6,3,1,2
6924,5033631,1,1,1,1,32.98630137,3.575342466,0,18,4,1,4
6925,5033632,0,1,4,3,59.63287671,-1000.665753,0,18,1,1,0
6926,5033633,0,1,4,3,59.63287671,-1000.665753,0,18,1,1,0
6927,5033634,0,0,4,2,60.39178082,0.98630137,0,18,1,1,1
6928,5033635,0,1,4,3,39.85753425,14.91232877,0,8,1,1,15
6929,5033637,1,1,4,1,45.60547945,17.39726027,0,4,3,0,17
